zip_id,pdf_name,can_open,has_toc,has_sht,has_vp,local,global
0,0000024.pdf,True,False,False,False,False,False
0,0000024.pdf,True,False,False,False,False,False
0,0000024.pdf,True,False,False,False,False,False
0,0000024.pdf,True,False,False,False,False,False
0,0000024.pdf,True,False,False,False,False,False
0,0000024.pdf,True,False,False,False,False,False
0,0000025.pdf,True,False,False,False,False,False
0,0000025.pdf,True,False,False,False,False,False
0,0000025.pdf,True,False,False,False,False,False
0,0000025.pdf,True,False,False,False,False,False
0,0000025.pdf,True,False,False,False,False,False
0,0000025.pdf,True,False,False,False,False,False
0,0000025.pdf,True,False,False,False,False,False
0,0000025.pdf,True,False,False,False,False,False
0,0000026.pdf,True,False,False,False,False,False
0,0000026.pdf,True,False,False,False,False,False
0,0000026.pdf,True,False,False,False,False,False
0,0000026.pdf,True,False,False,False,False,False
0,0000026.pdf,True,False,False,False,False,False
0,0000026.pdf,True,False,False,False,False,False
0,0000026.pdf,True,False,False,False,False,False
0,0000026.pdf,True,False,False,False,False,False
0,0000027.pdf,True,False,False,False,False,False
0,0000027.pdf,True,False,False,False,False,False
0,0000027.pdf,True,False,False,False,False,False
0,0000027.pdf,True,False,False,False,False,False
0,0000027.pdf,True,False,False,False,False,False
0,0000027.pdf,True,False,False,False,False,False
0,0000027.pdf,True,False,False,False,False,False
0,0000027.pdf,True,False,False,False,False,False
0,0000028.pdf,True,False,False,False,False,False
0,0000028.pdf,True,False,False,False,False,False
0,0000028.pdf,True,False,False,False,False,False
0,0000028.pdf,True,False,False,False,False,False
0,0000028.pdf,True,False,False,False,False,False
0,0000028.pdf,True,False,False,False,False,False
0,0000028.pdf,True,False,False,False,False,False
0,0000028.pdf,True,False,False,False,False,False
